Course Name,Course Description,Course University,Course University Tag,Course Link,Course Provider,Course Duration,Course Pricing
Getting started with Italian 3,"In this free course, Getting started with Italian 3, you will learn and practise how to make enquiries about travel times using the 12-hour and 24-hour clock. You'll also have the opportunity to ...",The Open University,tou,/course/openlearn-getting-started-italian-3-content-secti-95853,OpenLearn,8 hours worth of material,Free Certificate
Getting started with Spanish 1,"If you want to learn a new language for work or for leisure, this free course will introduce you to one of the most widely spoken languages in the world – Spanish. Whether this is the first time ...",The Open University,tou,/course/openlearn-getting-started-spanish-1-content-secti-95854,OpenLearn,8 hours worth of material,Free Certificate
Getting started with Spanish 2,"This free course is your next step to continue your journey learning Spanish, one of the most widely spoken languages in the world. You should have some knowledge of Spanish, either because you ...",The Open University,tou,/course/openlearn-getting-started-spanish-2-content-secti-95855,OpenLearn,6 hours worth of material,Free Certificate
Getting started with Spanish 3,"This free course will take you some steps further in your journey toward learning Spanish. You should have some previous knowledge of Spanish, whether you have studied Getting Started with Spanish ...",The Open University,tou,/course/openlearn-getting-started-spanish-3-content-secti-95856,OpenLearn,8 hours worth of material,Free Certificate
Upper intermediate French: discovering French cinema,"This free course, Upper intermediate French: discovering French cinema, will help you discover aspects of French and francophone cinema. At the same time, you will also focus on grammatical points,...",The Open University,tou,/course/openlearn-languages-upper-intermediate-french-dis-95857,OpenLearn,6 hours worth of material,Free Certificate
Asset allocation in investment,This course looks at how to take investor objectives and constraints and turn them into a portfolio which aims at achieving an expected return and level of risk appropriate for the investor. In ...,The Open University,tou,/course/openlearn-money-business-asset-allocation-investm-95858,OpenLearn,9 hours worth of material,Free Certificate
Business models in strategic management,"In this free course, Business models in strategic management, you will be introduced to the theory and practice of business models as they have developed in strategy literature. In particular, you ...",The Open University,tou,/course/openlearn-money-business-business-models-strategi-95859,OpenLearn,10 hours worth of material,Free Certificate
The business of football,"This free course, The business of football, was produced by The Open University working in partnership with The English Football League Trust. If you are fascinated by men's and women's football ...",The Open University,tou,/course/openlearn-the-business-football-content-section-o-95860,OpenLearn,15 hours worth of material,Free Certificate
Challenges in advanced management accounting,"This free course, Challenges in advanced management accounting, focuses on strategic management accounting and selected concepts and techniques. It will help you to successfully navigate mid- to ...",The Open University,tou,/course/openlearn-money-business-challenges-advanced-mana-95861,OpenLearn,15 hours worth of material,Free Certificate
Collaborative leadership in voluntary organisations,"This free course, Collaborative leadership in voluntary organisations, will help you to reflect on and develop collaborative leadership practices that will make a difference. The course is aimed at...",The Open University,tou,/course/openlearn-collaborative-leadership-voluntary-orga-95862,OpenLearn,24 hours worth of material,Free Certificate
Collective leadership,"This free course, Collective leadership, will give you an insight into the importance of how to be a more effective leader, and how to better engage and work with ‘followers’ in an organisational ...",The Open University,tou,/course/openlearn-money-business-collective-leadership-95863,OpenLearn,6 hours worth of material,Free Certificate
